num,code,name,typecode,type
673,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
674,033200,모아텍,32602,전자부품 제조업
675,009680,모토닉,33003,자동차 신품 부품 제조업
676,118990,모트렉스,33003,자동차 신품 부품 제조업
677,006920,모헨즈,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
678,009580,무림P&P,31701,"펄프, 종이 및 판지 제조업"
679,001810,무림SP,31701,"펄프, 종이 및 판지 제조업"
680,009200,무림페이퍼,31701,"펄프, 종이 및 판지 제조업"
681,033920,무학,31101,알코올음료 제조업
682,008420,문배철강,32401,1차 철강 제조업
683,279600,미디어젠,105802,소프트웨어 개발 및 공급업
684,028040,미래SCI,32309,기타 비금속 광물제품 제조업
685,095500,미래나노텍,32202,플라스틱제품 제조업
686,025560,미래산업,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
687,218150,미래생명자원,31008,동물용 사료 및 조제식품 제조업
688,007120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
689,006800,미래에셋대우,116601,금융 지원 서비스업
690,265480,미래에셋대우스팩1호,116601,금융 지원 서비스업
691,310200,미래에셋대우스팩2호,116601,금융 지원 서비스업
692,100790,미래에셋벤처투자,116409,기타 금융업
693,085620,미래에셋생명,116501,보험업
694,239340,미래에셋제5호스팩,116601,금융 지원 서비스업
695,049950,미래컴퍼니,32902,특수 목적용 기계 제조업
696,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업
697,207760,미스터블루,106309,기타 정보 서비스업
698,225850,미애부,74604,생활용품 도매업
699,002840,미원상사,32004,기타 화학제품 제조업
700,268280,미원에스씨,32001,기초 화학물질 제조업
701,107590,미원홀딩스,116409,기타 금융업
702,134380,미원화학,32004,기타 화학제품 제조업
703,003650,미창석유공업,31902,석유 정제품 제조업
704,059090,미코,32601,반도체 제조업
705,214610,미코바이오메드,32701,의료용 기기 제조업
706,201490,미투온,105802,소프트웨어 개발 및 공급업
707,214180,민앤지,106309,기타 정보 서비스업
708,155900,바다로19호,147601,운송장비 임대업
709,206640,바디텍메드,32103,의료용품 및 기타 의약 관련제품 제조업
710,018700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
711,035620,바른손이앤에이,105802,소프트웨어 개발 및 공급업
712,064520,바른전자,32601,반도체 제조업
713,029480,바른테크놀로지,32604,통신 및 방송 장비 제조업
714,053030,바이넥스,32102,의약품 제조업
715,084990,바이로메드,137001,자연과학 및 공학 연구개발업
716,064550,바이오니아,32103,의료용품 및 기타 의약 관련제품 제조업
717,208710,바이오로그디바이스,32602,전자부품 제조업
718,142760,바이오리더스,137001,자연과학 및 공학 연구개발업
719,065940,바이오빌,32001,기초 화학물질 제조업
720,086820,바이오솔루션,32101,기초 의약물질 및 생물학적 제제 제조업
721,038460,바이오스마트,32602,전자부품 제조업
722,281310,바이오시네틱스,137001,자연과학 및 공학 연구개발업
723,044480,바이오제네틱스,32201,고무제품 제조업
724,216400,바이오코아,137001,자연과학 및 공학 연구개발업
725,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업
726,199290,바이오프로테크,32701,의료용 기기 제조업
727,032980,바이온,74603,음·식료품 및 담배 도매업
728,222160,바이옵트로,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
729,043150,바텍,32701,의료용 기기 제조업
730,003610,방림,31302,직물직조 및 직물제품 제조업
731,267790,배럴,31401,봉제의복 제조업
732,001340,백광산업,32001,기초 화학물질 제조업
733,014580,백광소재,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
734,046310,백금T&A,32604,통신 및 방송 장비 제조업
735,035150,백산,32202,플라스틱제품 제조업
736,036620,버추얼텍,74607,기타 전문 도매업
737,066410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
738,002410,범양건영,64101,건물 건설업
739,177350,베셀,32902,특수 목적용 기계 제조업
740,299910,베스파,105802,소프트웨어 개발 및 공급업
741,096300,베트남개발1,116402,신탁업 및 집합투자업
742,007210,벽산,32309,기타 비금속 광물제품 제조업
743,225530,보광산업,20702,기타 비금속광물 광업
744,250000,보라티알,74603,음·식료품 및 담배 도매업
745,002760,보락,32004,기타 화학제품 제조업
746,014100,보령메디앙스,32004,기타 화학제품 제조업
747,003850,보령제약,32102,의약품 제조업
748,006910,보성파워텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
749,000890,보해양조,31101,알코올음료 제조업
750,226340,본느,32004,기타 화학제품 제조업
751,206950,볼빅,33303,운동 및 경기용구 제조업
752,003000,부광약품,32102,의약품 제조업
753,001270,부국증권,116601,금융 지원 서비스업
754,026940,부국철강,32401,1차 철강 제조업
755,014470,부방,116409,기타 금융업
756,015350,부산도시가스,43502,연료용 가스 제조 및 배관공급업
757,011390,부산산업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
758,005030,부산주공,33003,자동차 신품 부품 제조업
759,008470,부스타,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
760,100120,뷰웍스,32701,의료용 기기 제조업
761,066980,브레인콘텐츠,106309,기타 정보 서비스업
762,064480,브리지텍,105802,소프트웨어 개발 및 공급업
763,251630,브이원텍,32902,특수 목적용 기계 제조업
764,033560,블루콤,32605,영상 및 음향기기 제조업
765,126340,비나텍,32602,전자부품 제조업
766,121800,비덴트,32604,통신 및 방송 장비 제조업
767,148140,비디아이,32901,일반 목적용 기계 제조업
768,100220,비상교육,105801,"서적, 잡지 및 기타 인쇄물 출판업"
769,200780,비씨월드제약,32102,의약품 제조업
770,141000,비아트론,32902,특수 목적용 기계 제조업
771,090460,비에이치,32602,전자부품 제조업
772,083650,비에이치아이,32901,일반 목적용 기계 제조업
773,215050,비엔디생활건강,32004,기타 화학제품 제조업
774,271780,비엔에프코퍼레이션,32402,1차 비철금속 제조업
775,086670,비엠티,32901,일반 목적용 기계 제조업
776,138580,비즈니스온,105802,소프트웨어 개발 및 공급업
777,082920,비츠로셀,32802,일차전지 및 축전지 제조업
778,054220,비츠로시스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
779,042370,비츠로테크,116409,기타 금융업
780,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업
781,148780,비플라이소프트,105802,소프트웨어 개발 및 공급업
782,238200,비피도,31007,기타 식품 제조업
783,093190,빅솔론,32603,컴퓨터 및 주변장치 제조업
784,065450,빅텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
785,210120,빅텐츠,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
786,005180,빙그레,31005,낙농제품 및 식용빙과류 제조업
787,072950,빛샘전자,32602,전자부품 제조업
788,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
789,003960,사조대림,31002,수산물 가공 및 저장 처리업
790,008040,사조동아원,31006,"곡물가공품, 전분 및 전분제품 제조업"
791,007160,사조산업,10301,어로 어업
792,014710,사조씨푸드,31002,수산물 가공 및 저장 처리업
793,006090,사조오양,31002,수산물 가공 및 저장 처리업
794,079660,사조해표,31007,기타 식품 제조업
795,100090,삼강엠앤티,32401,1차 철강 제조업
796,005090,삼광글라스,32301,유리 및 유리제품 제조업
797,122350,삼기오토모티브,33003,자동차 신품 부품 제조업
798,014970,삼륭물산,31702,"골판지, 종이 상자 및 종이용기 제조업"
799,018310,삼목에스폼,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
800,053700,삼보모터스,33003,자동차 신품 부품 제조업
801,009620,삼보산업,32402,1차 비철금속 제조업
802,023600,삼보판지,31701,"펄프, 종이 및 판지 제조업"
803,111870,삼본정밀전자,32605,영상 및 음향기기 제조업
804,001470,삼부토건,64102,토목 건설업
805,006400,삼성SDI,32802,일차전지 및 축전지 제조업
806,006660,삼성공조,33003,자동차 신품 부품 제조업
807,309930,삼성머스트스팩3호,116601,금융 지원 서비스업
808,028260,삼성물산,74607,기타 전문 도매업
809,207940,삼성바이오로직스,32101,기초 의약물질 및 생물학적 제제 제조업
810,032830,삼성생명,116501,보험업
811,291230,삼성스팩2호,116601,금융 지원 서비스업
812,018260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
813,028050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
814,009150,삼성전기,32602,전자부품 제조업
815,005930,삼성전자,32604,통신 및 방송 장비 제조업
816,001360,삼성제약,32102,의약품 제조업
817,010140,삼성중공업,33101,선박 및 보트 건조업
818,016360,삼성증권,116601,금융 지원 서비스업
819,068290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업"
820,029780,삼성카드,116409,기타 금융업
821,000810,삼성화재해상보험,116501,보험업
822,006110,삼아알미늄,32402,1차 비철금속 제조업
823,009300,삼아제약,32102,의약품 제조업
824,145990,삼양사,31007,기타 식품 제조업
825,003230,삼양식품,31007,기타 식품 제조업
826,225190,삼양옵틱스,32703,사진장비 및 광학기기 제조업
827,002170,삼양통상,31501,"가죽, 가방 및 유사제품 제조업"
828,272550,삼양패키징,32202,플라스틱제품 제조업
829,000070,삼양홀딩스,116409,기타 금융업
830,002810,삼영무역,74607,기타 전문 도매업
831,054540,삼영엠텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
832,065570,삼영이엔씨,32604,통신 및 방송 장비 제조업
833,005680,삼영전자공업,32602,전자부품 제조업
834,003720,삼영화학공업,32202,플라스틱제품 제조업
835,082660,삼우엠스,32604,통신 및 방송 장비 제조업
836,023000,삼원강재,33003,자동차 신품 부품 제조업
837,073640,삼원테크,32509,기타 금속 가공제품 제조업
838,004380,삼익THK,32901,일반 목적용 기계 제조업
839,002450,삼익악기,33302,악기 제조업
840,032280,삼일,84903,도로 화물 운송업
841,002290,삼일기업공사,64101,건물 건설업
842,000520,삼일제약,32102,의약품 제조업
843,009770,삼정펄프,31701,"펄프, 종이 및 판지 제조업"
844,037460,삼지전자,32604,통신 및 방송 장비 제조업
845,032750,삼진,32604,통신 및 방송 장비 제조업
846,054090,삼진엘앤디,33309,그외 기타 제품 제조업
847,005500,삼진제약,32102,의약품 제조업
848,000250,삼천당제약,32102,의약품 제조업
849,004690,삼천리,43502,연료용 가스 제조 및 배관공급업
850,024950,삼천리자전거,74604,생활용품 도매업
851,038500,삼표시멘트,32309,기타 비금속 광물제품 제조업
852,017480,삼현철강,32401,1차 철강 제조업
853,001880,삼호,64101,건물 건설업
854,010960,삼호개발,64201,기반조성 및 시설물 축조관련 전문공사업
855,046390,삼화네트웍스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
856,004450,삼화왕관,32509,기타 금속 가공제품 제조업
857,009470,삼화전기,32602,전자부품 제조업
858,011230,삼화전자공업,32605,영상 및 음향기기 제조업
859,001820,삼화콘덴서공업,32602,전자부품 제조업
860,000390,삼화페인트공업,32004,기타 화학제품 제조업
862,038540,상상인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
863,041650,상신브레이크,33003,자동차 신품 부품 제조업
864,091580,상신이디피,32802,일차전지 및 축전지 제조업
865,263810,상신전자,32602,전자부품 제조업
866,089980,상아프론테크,32202,플라스틱제품 제조업
867,042940,상지카일룸,64203,전기 및 통신 공사업
868,042600,새로닉스,32602,전자부품 제조업
869,075180,새론오토모티브,33003,자동차 신품 부품 제조업
870,263540,샘코,33103,"항공기,우주선 및 부품 제조업"
871,007540,샘표,116409,기타 금융업
872,248170,샘표식품,31007,기타 식품 제조업
873,038070,서린바이오,74607,기타 전문 도매업
874,006730,서부T&D,74608,상품 종합 도매업
876,100660,서암기계공업,32901,일반 목적용 기계 제조업
877,007860,서연,116409,기타 금융업
878,200880,서연이화,33003,자동차 신품 부품 제조업
879,012860,서연전자,33003,자동차 신품 부품 제조업
880,019770,서연탑메탈,32902,특수 목적용 기계 제조업
881,017390,서울도시가스,43502,연료용 가스 제조 및 배관공급업
882,043710,서울리거,137103,광고업
883,046890,서울반도체,32601,반도체 제조업
884,004410,서울식품공업,31007,기타 식품 제조업
885,063170,서울옥션,74601,상품 중개업
886,027040,서울전자통신,33309,그외 기타 제품 제조업
887,018680,서울제약,32102,의약품 제조업
888,021050,서원,32403,금속 주조업
889,093920,서원인텍,32604,통신 및 방송 장비 제조업
890,189860,서전기전,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
891,178320,서진시스템,32604,통신 및 방송 장비 제조업
892,122690,서진오토모티브,33003,자동차 신품 부품 제조업
893,140070,서플러스글로벌,74605,기계장비 및 관련 물품 도매업
894,011370,서한,64101,건물 건설업
895,065710,서호전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
896,008490,서흥,32004,기타 화학제품 제조업
897,035890,서희건설,64101,건물 건설업
898,003100,선광,85209,기타 운송관련 서비스업
899,123420,선데이토즈,105802,소프트웨어 개발 및 공급업
900,007610,선도전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
901,067370,선바이오,32102,의약품 제조업
902,171090,선익시스템,32902,특수 목적용 기계 제조업
903,136490,선진,31008,동물용 사료 및 조제식품 제조업
904,002820,선창산업,31602,나무제품 제조업
905,014620,성광벤드,32401,1차 철강 제조업
906,037350,성도이엔지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
907,014910,성문전자,32602,전자부품 제조업
908,003080,성보화학,32003,"비료, 농약 및 살균, 살충제 제조업"
909,004980,성신양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
910,011300,성안,31302,직물직조 및 직물제품 제조업
911,081580,성우전자,32604,통신 및 방송 장비 제조업
912,045300,성우테크론,32602,전자부품 제조업
913,015750,성우하이텍,33003,자동차 신품 부품 제조업
914,000180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업
915,080470,성창오토텍,33003,자동차 신품 부품 제조업
916,043260,성호전자,32602,전자부품 제조업
917,002420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
918,053060,세동,33003,자동차 신품 부품 제조업
919,017510,세명전기,32509,기타 금속 가공제품 제조업
920,214310,세미콘라이트,32601,반도체 제조업
921,004360,세방,84903,도로 화물 운송업
922,004490,세방전지,32802,일차전지 및 축전지 제조업
923,011560,세보엠이씨,64202,건물설비 설치 공사업
924,001430,세아베스틸,32401,1차 철강 제조업
925,306200,세아제강,32401,1차 철강 제조업
926,003030,세아제강지주,116409,기타 금융업
927,019440,세아특수강,32401,1차 철강 제조업
928,058650,세아홀딩스,116409,기타 금융업
929,013000,세우글로벌,74607,기타 전문 도매업
930,100700,세운메디칼,32103,의료용품 및 기타 의약 관련제품 제조업
931,234100,세원,33003,자동차 신품 부품 제조업
932,024830,세원물산,33003,자동차 신품 부품 제조업
933,091090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
934,021820,세원정공,33003,자동차 신품 부품 제조업
935,067830,세이브존I&C,74701,종합 소매업
936,033530,세종공업,33003,자동차 신품 부품 제조업
937,135270,세종머티리얼즈,32402,1차 비철금속 제조업
938,258830,세종메디칼,32701,의료용 기기 제조업
939,036630,세종텔레콤,106102,전기 통신업
940,039310,세중,147502,여행사 및 기타 여행보조 서비스업
941,075580,세진중공업,33101,선박 및 보트 건조업
942,067770,세진티에스,32602,전자부품 제조업
943,053450,세코닉스,32703,사진장비 및 광학기기 제조업
944,027970,세하,31701,"펄프, 종이 및 판지 제조업"
945,145210,세화아이엠씨,32902,특수 목적용 기계 제조업
946,252500,세화피앤씨,32004,기타 화학제품 제조업
947,049180,셀루메드,32101,기초 의약물질 및 생물학적 제제 제조업
948,299660,셀리드,137001,자연과학 및 공학 연구개발업
949,268600,셀리버리,137001,자연과학 및 공학 연구개발업
950,108860,셀바스AI,105802,소프트웨어 개발 및 공급업
951,208370,셀바스헬스케어,32701,의료용 기기 제조업
952,258250,셀젠텍,105802,소프트웨어 개발 및 공급업
953,068270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업
954,068760,셀트리온제약,32102,의약품 제조업
955,091990,셀트리온헬스케어,74607,기타 전문 도매업
956,053110,소리바다,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
957,032680,소프트센,74605,기계장비 및 관련 물품 도매업
958,210610,소프트캠프,105802,소프트웨어 개발 및 공급업
959,066910,손오공,33304,"인형,장난감 및 오락용품 제조업"
960,043100,솔고바이오,32701,의료용 기기 제조업
961,154040,솔루에타,32602,전자부품 제조업
962,035610,솔본,137105,회사 본부 및 경영 컨설팅 서비스업
963,036830,솔브레인,32004,기타 화학제품 제조업
964,230980,솔트웍스,105802,소프트웨어 개발 및 공급업
965,004430,송원산업,32004,기타 화학제품 제조업
966,086980,쇼박스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
967,050960,수산아이앤티,105802,소프트웨어 개발 및 공급업
968,017550,수산중공업,32902,특수 목적용 기계 제조업
969,084180,수성,32901,일반 목적용 기계 제조업
970,253840,수젠텍,32103,의료용품 및 기타 의약 관련제품 제조업
971,185190,수프로,74602,산업용 농·축산물 및 동·식물 도매업
972,058530,슈펙스비앤피,74604,생활용품 도매업
973,236200,슈프리마,32604,통신 및 방송 장비 제조업
974,094840,슈프리마에이치큐,116409,기타 금융업
975,192440,슈피겐코리아,33309,그외 기타 제품 제조업
976,099440,스맥,32902,특수 목적용 기계 제조업
977,033790,스카이문스테크놀로지,32604,통신 및 방송 장비 제조업
978,159910,스킨앤스킨,32004,기타 화학제품 제조업
979,115570,스타플렉스,32202,플라스틱제품 제조업
980,258540,스템랩,137001,자연과학 및 공학 연구개발업
981,253450,스튜디오드래곤,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
982,008800,스튜디오썸머,32302,"내화, 비내화 요업제품 제조업"
983,013810,스페코,32902,특수 목적용 기계 제조업
984,049830,승일,32509,기타 금속 가공제품 제조업
985,020710,시공테크,137302,전문디자인업
986,033170,시그네틱스,32601,반도체 제조업
987,260870,시그넷이브이,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
988,048870,시너지이노베이션,32701,의료용 기기 제조업
989,025320,시노펙스,32602,전자부품 제조업
990,134790,시디즈,33201,가구 제조업
991,269620,시스웍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
992,131090,시큐브,105802,소프트웨어 개발 및 공급업
993,232830,시큐센,105802,소프트웨어 개발 및 공급업
994,016590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업"
995,029530,신도리코,32603,컴퓨터 및 주변장치 제조업
996,004970,신라교역,10301,어로 어업
997,001000,신라섬유,126801,부동산 임대 및 공급업
998,025870,신라에스지,74603,음·식료품 및 담배 도매업
999,215600,신라젠,137001,자연과학 및 공학 연구개발업
1000,065350,신성델타테크,32805,가정용 기기 제조업
1001,011930,신성이엔지,32601,반도체 제조업
1002,005390,신성통상,74607,기타 전문 도매업
1003,004170,신세계,74701,종합 소매업
1004,035510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1005,034300,신세계건설,64101,건물 건설업
1006,031430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업"
1007,031440,신세계푸드,95601,음식점업
1008,006880,신송홀딩스,116409,기타 금융업
1009,056000,신스타임즈,105802,소프트웨어 개발 및 공급업
1010,002800,신신제약,32102,의약품 제조업
1011,307180,신영스팩4호,116601,금융 지원 서비스업
1012,005800,신영와코루,31401,봉제의복 제조업
1013,001720,신영증권,116601,금융 지원 서비스업
1015,017000,신원종합개발,64101,건물 건설업
1016,002700,신일산업,74605,기계장비 및 관련 물품 도매업
1017,012790,신일제약,32102,의약품 제조업
1018,138070,신진에스엠,32509,기타 금속 가공제품 제조업
1019,019170,신풍제약,32102,의약품 제조업
1020,002870,신풍제지,31701,"펄프, 종이 및 판지 제조업"
1021,005450,신한,64101,건물 건설업
1022,293940,신한알파리츠,126801,부동산 임대 및 공급업
1023,257730,신한제3호스팩,116601,금융 지원 서비스업
1024,277480,신한제4호스팩,116601,금융 지원 서비스업
1025,055550,신한지주,116409,기타 금융업
1026,001770,신화실업,32401,1차 철강 제조업
1027,056700,신화인터텍,32202,플라스틱제품 제조업
1028,187270,신화콘텍,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1030,243840,신흥에스이씨,32802,일차전지 및 축전지 제조업
1031,108320,실리콘웍스,32601,반도체 제조업
1032,222800,심텍,32602,전자부품 제조업
1033,036710,심텍홀딩스,116409,기타 금융업
1034,160980,싸이맥스,32902,특수 목적용 기계 제조업
1035,217330,싸이토젠,137001,자연과학 및 공학 연구개발업
1036,102280,쌍방울,31401,봉제의복 제조업
1037,003410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1038,003620,쌍용자동차,33001,자동차용 엔진 및 자동차 제조업
1039,010280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1040,004770,써니전자,32601,반도체 제조업
1041,217320,썬테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1042,122800,썬텍,32403,금속 주조업
1043,208640,썸에이지,105802,소프트웨어 개발 및 공급업
1044,222420,쎄노텍,32309,기타 비금속 광물제품 제조업
1045,037760,쎄니트,32401,1차 철강 제조업
1046,136510,쎄미시스코,32902,특수 목적용 기계 제조업
1047,099320,쎄트렉아이,33103,"항공기,우주선 및 부품 제조업"
1048,049960,쎌바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업
1049,050890,쏠리드,32604,통신 및 방송 장비 제조업
1050,066790,씨씨에스,106002,텔레비전 방송업
1051,222080,씨아이에스,32902,특수 목적용 기계 제조업
1052,004920,씨아이테크,33309,그외 기타 제품 제조업
1053,236030,씨알푸드,31006,"곡물가공품, 전분 및 전분제품 제조업"
1054,103660,씨앗,32004,기타 화학제품 제조업
1055,245450,씨앤에스링크,32604,통신 및 방송 장비 제조업
1056,264660,씨앤지하이테크,32902,특수 목적용 기계 제조업
1057,112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1058,115530,씨엔플러스,32602,전자부품 제조업
1059,225330,씨엠에스에듀,168505,일반 교습 학원
1060,115480,씨유메디칼,32701,의료용 기기 제조업
1061,189330,씨이랩,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1062,096530,씨젠,32103,의료용품 및 기타 의약 관련제품 제조업
1063,900120,씨케이에이치,116409,기타 금융업
1064,101240,씨큐브,32001,기초 화학물질 제조업
1065,047920,씨트리,137001,자연과학 및 공학 연구개발업
1066,189540,씨티네트웍스,32604,통신 및 방송 장비 제조업
1067,060590,씨티씨바이오,74604,생활용품 도매업
1068,036170,씨티젠,32601,반도체 제조업
1069,260930,씨티케이코스메틱스,32004,기타 화학제품 제조업
1070,013990,아가방컴퍼니,74604,생활용품 도매업
1071,123860,아나패스,32601,반도체 제조업
1072,025980,아난티,189101,스포츠 서비스업
1073,008700,아남전자,32605,영상 및 음향기기 제조업
1074,058220,아리온,32604,통신 및 방송 장비 제조업
1075,125210,아모그린텍,32602,전자부품 제조업
1076,090430,아모레퍼시픽,32004,기타 화학제품 제조업
1077,002790,아모레퍼시픽그룹,116409,기타 금융업
1078,052710,아모텍,32602,전자부품 제조업
1079,074430,아미노로직스,74607,기타 전문 도매업
1080,092040,아미코젠,31007,기타 식품 제조업
1081,083930,아바코,32902,특수 목적용 기계 제조업
1082,149950,아바텍,32602,전자부품 제조업
1083,036010,아비코전자,32602,전자부품 제조업
1084,002030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업
1085,183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1086,002310,아세아제지,31702,"골판지, 종이 상자 및 종이용기 제조업"
1087,050860,아세아텍,32902,특수 목적용 기계 제조업
1088,246720,아스타,32103,의료용품 및 기타 의약 관련제품 제조업
1089,067390,아스트,33103,"항공기,우주선 및 부품 제조업"
1091,267850,아시아나IDT,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1092,020560,아시아나항공,85101,항공 여객 운송업
1093,154030,아시아종묘,10101,작물 재배업
1094,227610,아우딘퓨쳐스,32004,기타 화학제품 제조업
1095,143160,아이디스,32604,통신 및 방송 장비 제조업
1096,054800,아이디스홀딩스,137106,기타 전문 서비스업
1097,060570,아이리버,32605,영상 및 음향기기 제조업
1098,122900,아이마켓코리아,74608,상품 종합 도매업
1099,099190,아이센스,32701,의료용 기기 제조업
1100,214430,아이쓰리시스템,32602,전자부품 제조업
1101,040910,아이씨디,32902,특수 목적용 기계 제조업
1102,068940,아이씨케이,32602,전자부품 제조업
1103,052860,아이앤씨,32601,반도체 제조업
1104,010780,아이에스동서,32302,"내화, 비내화 요업제품 제조업"
1105,069920,아이에스이커머스,74709,무점포 소매업
1106,038880,아이에이,32602,전자부품 제조업
1107,003560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1108,122050,아이엘사이언스,32804,전구 및 조명장치 제조업
1109,101390,아이엠,32602,전자부품 제조업
1110,226350,아이엠텍,32602,전자부품 제조업
1111,078860,아이오케이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1112,114810,아이원스,32902,특수 목적용 기계 제조업
1113,031310,아이즈비전,106102,전기 통신업
1114,185490,아이진,137001,자연과학 및 공학 연구개발업
1115,059100,아이컴포넌트,32602,전자부품 제조업
1116,149010,아이케이세미콘,32601,반도체 제조업
1117,175250,아이큐어,32102,의약품 제조업
1118,052460,아이크래프트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1119,119830,아이텍반도체,137309,"그외 기타 전문, 과학 및 기술 서비스업"
1120,124500,아이티센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1121,223220,아이피몬스터,105802,소프트웨어 개발 및 공급업
1122,027360,아주IB투자,116409,기타 금융업
1123,033660,아주캐피탈,116409,기타 금융업
1124,032080,아즈텍WB,31304,"섬유제품 염색, 정리 및 마무리 가공업"
1125,013310,아진산업,33003,자동차 신품 부품 제조업
1126,059120,아진엑스텍,32601,반도체 제조업
1127,023890,아트라스BX,32802,일차전지 및 축전지 제조업
1128,101140,아티스,74604,생활용품 도매업
1129,067160,아프리카TV,105802,소프트웨어 개발 및 공급업
1130,001540,안국약품,32102,의약품 제조업
1131,053800,안랩,105802,소프트웨어 개발 및 공급업
1132,251280,안지오랩,137001,자연과학 및 공학 연구개발업
1133,065660,안트로젠,32101,기초 의약물질 및 생물학적 제제 제조업
1134,271400,알로이스,32604,통신 및 방송 장비 제조업
1135,001780,알루코,32402,1차 비철금속 제조업
1136,260660,알리코제약,32103,의료용품 및 기타 의약 관련제품 제조업
1137,002250,알보젠코리아,32102,의약품 제조업
1138,131370,알서포트,105802,소프트웨어 개발 및 공급업
1139,140670,알에스오토메이션,32602,전자부품 제조업
1140,096610,알에프세미,32601,반도체 제조업
1141,061040,알에프텍,32604,통신 및 방송 장비 제조업
1142,148250,알엔투테크놀로지,32602,전자부품 제조업
1143,196170,알테오젠,137001,자연과학 및 공학 연구개발업
1144,123750,알톤스포츠,33109,그외 기타 운송장비 제조업
1145,085810,알티캐스트,105802,소프트웨어 개발 및 공급업
1146,117670,알파홀딩스,32601,반도체 제조업
1147,267810,앙츠,199501,컴퓨터 및 통신장비 수리업
1148,018250,애경산업,32004,기타 화학제품 제조업
1149,161000,애경유화,32001,기초 화학물질 제조업
1150,196300,애니젠,32101,기초 의약물질 및 생물학적 제제 제조업
1151,205500,액션스퀘어,105802,소프트웨어 개발 및 공급업
1152,052790,액토즈소프트,105802,소프트웨어 개발 및 공급업
1153,131400,액트,32602,전자부품 제조업
